sentence,target
"W Polsce na sprzedaż wystawione jest niemal pół tysiąca obiektów noclegowych . Chociaż liczba może wydawać się duża jest to niespełna 5 proc . obecnych na rynku hoteli , pensjonatów , ośrodków wypoczynkowych , domów wycieczkowych i innych turystycznych obiektów noclegowych . Chociaż inwestorzy mają w czym wybierać , a dzięki podaży mogą liczyć na atrakcyjne ceny , to w tym roku transakcji jest stosunkowo mało . Szczególnie tych większych , dotyczących zlokalizowanych w dużych miastach hoteli działających pod szyldami międzynarodowych grup . Przykładowo trwa właśnie sprzedaż hotelu Europa w Lublinie .",0
"Zawsze zdziwienie me budziło , że nieznany szerzej chirurg i urolog dr Dadej z wielkopolski jest pierwszy w rankingu seksuologii i tak bardzo wyprzedza sławnych lekarzy . Teraz się okazało - wyszło szydło ! Wykryty przez Moderację proceder sytuację wyjaśnia . Dr Smolinski Ryszard nie tylko pomaga w gabinecie , jak np . mnie pomógł . Dr Smoliński Ryszard ( Wrocław ) pomógł tysiącom ludzi przez swoją wieloletnią aktywność pisarską . Polecam wybitnego lekarza i psychoterapeutę .",1
"Lecze się od kilku miesięcy u doktora Ufnalewskiego . Uważam , że jest lekarzem bardzo dobrym . Zauważyła m , że nie jest ograniczony tylko do swojej specjalności . Bardzo dobrze zna się też na innych sprawach . Ja akurat jestem w ciąży i mam problem kardiologiczny . Ponieważ jest to moja druga ciąża a problem był także w poprzedniej ciąży , dlatego mam możliwość oceny , bo poprzednio chodziła m gdzie indziej . Doktor Ufnalewski doskonale jest zorientowany w problemie , chwilami odnoszę wrażenie , że bardziej się zna niż mój kardiolog do którego też chodzę . Jestem bardzo zadowolona , że trafiła m do doktora . Nie ukrywam , że właśnie dzięki tej stronie .",1
"Witam , jestem dziewiętnastoletnią dziewczyną , kolejną pacjentką doktora Gryglewskiego . W lutym bieżącego roku na ostatnim bilansie lekarz rodzinny wyczuł guza na mojej szyi . Dostała m skierowanie na badanie USG , które jak się później okazało zostało źle opisane i musiała m zrobić je jeszcze raz . Lekarze mówili mi , że guz jest już zwapniony i to nie rak . Po biopsji okazało się jednak , że mam podejrzenie raka tarczycy . Doktor Gryglewski zareagował błyskawicznie i operację miała m jakiś tydzień po otrzymaniu wyników . Usunięto mi lewy płat tarczycy . Po dwóch tygodniach otrzymała m wynik badania histopatologicznego i dowiedziała m się , że już została m zapisana do doktora . Wynik badania wykazał raka tarczycy . Kilka dni później miała m kolejną operację i usunięto mi prawy płat tarczycy i węzły chłonne z szyi . Dopiero otrzymując już drugi wypis ze szpitala dotarło do mnie co tak naprawdę przeżyła m . Na karcie było wyraźnie napisane "" nowotwór złośliwy tarczycy "" . Po otrzymaniu drugiego wyniku badania histopatologicznego kamień spadł mi z serca . Okazało się , że nie ma przerzutów . Teraz czeka mnie konsultacja endokrynologiczna , podczas której dowiem się czy będę musiała mieć radioterapię . Cała historia mojej choroby potoczyła się bardzo szybko . Operacje nie okazały się takie straszne jakby się mogło wydawać . Cały ten czas była m dobrej myśli . Pierwszą jak i drugą operację zniosła m dobrze . Jestem młodą osobą i myślała m , że tego typu choroby mnie nie dotyczą , a jednak . Naprawdę zachęcam wszystkich do regularnych badań i leczenia się . Jestem i zawsze będę bardzo wdzięczna doktorowi Gryglewskiemu za szybką reakcję i pomoc .",1
"Pani dr jest bardzo miłą osobą . Spokojnie odpowiadała na zadawnane pytania . Rozmowę przeprowadzała z osobą której dotyczyła wizyta , czyli s moja córką . Tłumaczyła na czym polega problem . Tłumacząc nie spieszyła się i absolutnie nie dawała do zrozumienia , że za nami jest kolejny pacjent . To jest duży plus . Nie wystawiam oceny za kompetencje i wyniki leczenia z uwagi na fakt , iż była to dopiero pierwsza wizyta ( z resztą polecona przez zadowoloną pacjentkę Pani dr ) . Czekamy z córką na efekty . . .",1
"Jestem pod wielkim wrażeniem czystości jaka panuje w tym hotelu . Obiekt świeżo wyremontowany , pachnący świeżością , aż miło w nim przebywać . Przestronny hotel , jasny , z dużymi oknami . Sprzątanie pokojów i łazienek bez zarzutu , codziennie wymieniane ręczniki i inne łazienkowe rzeczy . Miły personel , animatorzy dla dzieci świetni . Jedzenie zadziwiająco dobre , zwłaszcza dzieciom smakowały lokalne potrawy . Wakacje super : )",1
"Pani Doktor Dyś jest bardzo dobrym specjalistą . Odpowiada na wszystkie zadane pytania bardzo dokładnie i wprzystępny sposób . Tłumaczy poszczególne etapy leczenia i działanie leków w sposób dający możliwość zrozumienia i tym samym wykazując się swoja wiedzą i kompetencją . Jeżeli mam jakieś wątpliwości zawsze stara się wytłumaczyć nawet jak dopytuje się drugi raz . Na tym mi bardzo zależało przy poszukiwaniach dobrego reumatologa . Przy tym jest bardzo miła i sympatyczna . Pamięta swoich pacjentów , rozmowa / wywiad prowadzona jest naturalnie . Swoja osoba stwarza bardzo dobrą atmosferę w gabinecie . Bardzo lubię widywać się z Panią Doktor Dyś . Pozdrawiam i polecam .",1
Od pierwszej chwili pobytu można się poczuć tutaj jak u siebie . Wspaniałe miejsce na wypoczynek . Obsługa jest bardzo miła i nawet w trudnej sytuacji potrafi wszystko zorganizować tak żeby gość był zadowolony . Polecam to miejsce ze względu na klimat no i okolice .,1
"Mimo późnego dojazdu skorzystał em z oferty alkoholowej ; ) Rano przy basenie , na kręglach - wszędzie miłe uśmiechy i normalna atmosfera . Czysto , smacznie - trochę ciężko dopchać się do restauracji tematycznych ale chyba "" po "" wie się dlaczego . Hotel dla wymagających smaku , luksusu i oderwania się od rzeczywistości . Jest Super !",1
"Chciał by m tą drogą podziękować Dr Piotrowi Żbikowskiemu za nowe lewe kolano a żeby naprawdę pokazać , że nie jest to takie zwykle lewe kolano kilka słów wstępu . Jestem chory na ciężką postać hemofilii A . Jest to choroba charakteryzująca się wylewami krwi do stawów po najmniejszych urazach a nawet samoistnymi w ciężkiej postaci hemofilii tak jak to było u mnie . Setki wylewów dokumentnie zniszczyły mi staw kolanowy doprowadzając do bardzo dużej szpotawości nogi . Dodatkową trudnością i przeszkodą w wykonaniu operacji były owrzodzenia podudzi – występujące w hemofilii jako efekt uboczny złego krążenia krwi w nogach . Tylko Dr Piotr Żbikowski podjął się wstawienia mi endoprotezy wraz z przeszczepem kości – w moim przypadku było to konieczne z uwagi na całkowite zniszczenie stawu . Jak widać całkowita jazda po bandzie bez trzymanki ! ! ! Dla mnie Dr Piotr Żbikowski to ABSOLUTNY UNIKAT , zarówno jako człowiek jak i lekarz – pierwszy tej klasy spośród poznanych mi lekarzy , a lecząc się kilkadziesiąt lat poznał em ich niemało . Wysoka kultura . zaangażowanie , wiedza , profesjonalizm , precyzja w działaniu na stole operacyjnym . A to wszystko połączone z dużą serdecznością , zwyczajnym ludzkim podejściem do pacjenta , troską o niego przed i po operacji co daje duże poczucie bezpieczeństwa . Dr Piotr Żbikowski zawsze ma czas dla chorego , nie zna słowa nie , nie mogę , nie dam rady , nie mam czasu , nie mogę nic na to poradzić – to po prostu prawdziwy pasjonat , pełen profesjonalizm lekarski i ludzka empatia – a więc prawdziwe powołanie lekarskie . Przepraszam za ten długi wpis ale zawarł em absolutnie samą esencję a niemożliwe staje się możliwe . Operację miałem 18 . 11 . 2010 r . i jest realna szansa . że po rehabilitacji w tym roku zacznę chodzić bez kul – jeszcze raz dziękuje Dr Piotrowi Żbikowskiemu za nowe lewe kolano . Marek W .",1
"Hotel połżony jest w centrum Szczecina i niemalże wszędzie można dotrzeć w 10 min pieszo . Czyste , dosyć przestronne , zadbane pokoje , dobre śniadania , basen siłownia i spa . Hotel godny polecenia i jeśli jeszcze kiedyś zawitamy do tego miasta , z całą pewnością wybierzemy Radisson Blu .",1
"Wizyta u pani dr Anny została mi polecona przez innego bardzo dobrego lekarza . Chociaż była to moja pierwsza wizyta i miała m pewne obawy okazały się one zupełnie nie potrzebne gdyż pani doktor jest niewiarygodnie uprzejmą , życzliwą kobietą podchodzi do swojego zawodu bardzo profesjonalnie dzięki czemu nie czuje się skrępowania . Na każde pytanie udziela wyczerpującej odpowiedzi . Atmosfera panująca w całej klinice jest bardzo sympatyczna każda kobieta poczuje się tutaj ważna , wystrój schludny , ma w sobie pewien kobiecy urok . Na pewno jeszcze kiedyś tutaj wrócę . Z czystym sumieniem polecam .",1
"Pojechali śmy odwiedzić miasto Mozarta . Wybrali śmy hotel blisko centrum . Dojazd prosty , do centrum też nie daleko , 10 minut piechotą i można dużo ciekawych miejsc zobaczyć . Hotel zadbany , czysty , przyjemny . Jedyny minus to późne zakwaterowanie . Oficjalnie dopiero od 3 po południu . Ale można dopłacić za późne wykawterowanie . Pokoje typowe dla Mercura , ciekwostką są wykładziny z partyturą Mozarta . Minibar pełen . Śniadanie obfite . A i dobre wina z Austrii są w ofercie baru . Ogólnie polecam . No może jeden recepcjonista nie zbyt komunikatywny . . .",1
"Leczę córcię u Pani doktor niemal od urodzenia . Córka od początku miała powracające zakażenia układu moczowego . Pani doktor zawsze dokładnie zbada , wypyta . Zawsze odpowie na wszelkie moje pytania , wątpliwości . Mimo tego , że leczę córkę w szpitalu w poradni nefrologicznej , czuję , jakby była to wizyta prywatna . Miło , rzetelnie , przyjemnie . Więcej takich wspaniałych lekarzy . Gorąco polecam .",1
"Hotel , super . Aranżacje , stylizacje , uprzejmość obsługi . Basen genialny . Pokój był przestronny , czysty i bardzo wygodnie urządzony . Klimat średniowiecza genialnie zachowany . Polecam także zwiedzić zamek . Można w ciągu dnia , jak i nocą . Każdy szczegół dopracowany do perfekcji . Każde piętro innej nazwy : skrzydło więzienne , rycerskie itp . łatwo się odnaleźć bo wykładziny robione na zamówienie ułatwiają poruszanie się po wielkim zamku . Kuchnia bardzo w porządku . Śniadania dla każdego . . Szwedzki stół oraz młodzi ludzie przygotowujący jajecznicę , omlety czy naleśniki . Wybór dań bardzo bogaty . Z czystym serem polecam . Jedyny minus , to nie zbyt tania ta wycieczka . Ale naprawdę warto",1
"Moja ocena z wrażeń po pierwszej wizycie u Pana doktora . Pan doktor przeprowadził bardzo szczegółowy wywiad na temat mojej dolegliwości . Dogłębnie zanalizował wyniki badań ( całą historię na przestrzeni 5 lat ) i szczegółowo wytłumaczył interpretację tych wyników , przedstawił również przeróżne możliwości przyczyny choroby . Ustawił przebieg leczenia ( wraz z możliwościami modyfikacji przyjmowania leków w zależności od samopoczucia w trakcie ich przyjmowania ) oraz wskazał dietę która powinna być stosowana w przypadku mojej dolegliwości . Wskazał rownież dodatkowe badania jakie powinna m wykonać oraz regularne przed kolejną wizytą . Na przestrzeni 5 lat odwiedziła m wielu hematologów i wszyscy postępowali bardzo szablonowo do mojej dolegliwości , a mój stan nie poprawiał się tak szablonowo jak powinien . Pan doktor natomiast rozważył jej różne przyczyny wcale nie takie oczywiste na które inni lekarze wcale nie zwrócili uwagi . Co do samej wizyty Pan doktor bardzo uważnie mnie wysłuchał i w ogóle nie spieszył się , szczegółowo tłumaczył i upewniał się , czy wszystko co mówi jest dobrze zrozumiane , czuła m się bardzo dobrze zaopiekowana . Po pierwszej wizycie uważam ze Pan doktor jest godny polecenia .",1
"Konkretny człowiek , ale podobało mi się to , że rozmawia z pacjentem , wyjaśnia mu wszystko , a nie tylko coś sobie notuje i człowiek nawet nie wie , co mu jest . Jestem zadowolony , przyjemna przychodnia , można zrobić badanie na miejscu , nie trzeba biegać w te i wewte .",1
"Hotel średniej wielkości , czysty , miła obsługa , przemili kelnerzy . Pokój ładny , czysty , sprzątany . Widok na ocean i lotnisko ( lądujące samoloty robiły wrażenie , ale nie było to uciążliwe dla uszu ) . Jeśli ktoś lubi baseny - to super – można pływać patrząc na ocean . Hotel praktycznie przy samej plaży - kamienista . Dla lubiących plażowanie pozostają leżaki przy basenie . Przy wyjściu z hotelu molo - jedno z kilku . Wersja All . Jedzenie bardzo dobre , urozmaicone ( pyszny wędzony łosoś ) dużo ryb „ miejscowych ” . Wieczory tematyczne . Wino do posiłków butelkowe - smaczne ( białe , czerwone i różowe ) . Do śniadania - bąbelki – miły akcent na wakacje . W barku przemili barmani , uśmiechnięci , czasem zbyt szczodrzy w laniu do kieliszków i szklaneczek . W hotelu SPA z szeroką ofertą . Miasteczko przeurocze . Hotelowy busik do Funchal - nie było problemu . Bardzo polecamy .",1
"Przygody z dentystami miała m bardzo rożne . . . w ubiegłym roku znalazła m się na fotelu dentystycznym u dr Mazura - poleciła mi go znajoma z uczelni . Miała m zmiażdżoną górną siódemkę przez wychodzącą ósemkę . Wiedziała m , że nie będzie łatwo usunąć korzenie tego zęba , ale na szczęście się udało . Perfekcyjnie i bez bólu : ) Naprawdę bardzo , bardzo polecam . Dodam jeszcze , że nie była m prywatnie na wizycie tylko na Kasę Chorych . A jak sami wiecie , często zdarza się tak , że idąc do lekarza na kasę chorych , nie możemy liczyć na taką samą opiekę jak idąc prywatnie .",1
"była m z moimi dolegliwościami u kilku lekarzy , niestety błędne koło , nie umieli mi pomóc , ostatnio kierując się opiniami z tego portalu , poszła m do pana Ufnalewskiego . Poczekalnia odstraszała : ) a do tego opóźnienie ponad godzinne , jak sie potem okazało jest ono spowodowane tym , że lekarz bardzo dokładnie analizuje każdy przypadek , bada , spokojnie wyjaśnia , był może niezbyt sympatyczny ( może miał gorszy nastój : ) ) ale widać , że stara się pomóc pacjentkom , skierował mnie na badanie , o którym zapomnieli innni ginekolodzy , nie nafaszerował od razu lekami . Zbadał dokładnie , pamietając o badaniu piersi , nawet podczerwienią znieczulił bolące miejsca . Mam nadzieje , że dalsza kuracja będzie pomyślna , póki co jestem zadowolona i polecam z czystym sumieniem .",1
"Dr Leszczyński to bardzo dobry lekarz posiadający olbrzymią wiedzę w zakresie reumatologii . Każdemu pacjentowi poświęca tyle czasu ile tego wymaga , cierpliwie odpowiadając na wszystkie jego pytania . A co do wypowiedzi że ' ' kazał brać jakąś chemię ' ' nic dodać nic ująć my chorzy wiemy że są to leki modyfikujące chorobę i nie jednemu z nas bardzo pomogły . A standardy leczenia w Polsce i na świecie są takie same . Uważam że wiele z tych opinii krzywdzi doktora .",1
"Przede wszystkim wielki ukłon i podziękowanie dla właścicieli za renowację zamku krzyżackiego i urządzenie w nim hotelu w stylu historycznym . Wejście , wnętrze , charakter , rekwizyty , dziedziniec absolutnie pasują do stylu hotelu zamkowego . Położony na wzniesieniu pomiędzy dwoma jeziorami w centrum miasteczka Ryn . Pokoje w stylu historycznym ale zróżnicowane co do wielkości . Wyposarzenie odpowiada 4 * . Kompleks basenowo - saunowy usytuowany w przyziemiu z piękną aranżacją piwniczną sklepienia ceglanego . Niestety mały w stosunku co do liczby pokoi i gości basen służy do robienia zdjęć i brodzenia niż pływania . Śniadanie w restauracji pasującej do zamkowej jadalni w nowoczesnej wersji . Bufet śniadaniowy niezwykle urozmaicony obfity , w większości z bardzo dobrych produktów . Każdy może je zaaranżować do własnych potrzeb , także fit . Wsród obsługi hotelowej są osoby niezwykle profesjonalne i serdeczne , lecz niestety niektórzy zbywający i obcesowi . Nie wiem , czy przy większym obłożeniu hotelu wystarczy dla wszystkich miejsc parkingowych .",1
"Szczerze polecam Panią Elę . W zeszłym roku się do niej zgłosiła m . Podobało mi się , że Pani Ela mnie wysłuchała i ułożyła dietę dokładnie taką jaką chciała m . Na wstępie powiedziała m jej , że jeśli dostanę przepisy pozbawione finezji i smaku to długo nie wytrzymam na takiej diecie . Bała m się , że aby schudnąć bęę musiała jeść warzywa gotowane na parze z ryżem . . . Zamiast tego otrzymywała m ciekawy jadłospis pełne rzypraw i smaku . Udało mi sie schudnąć i poprawić stan zdrowia . Pani ele jest miłą , kompetentną osobą , która potrafi zmotywować . Jeśli chcesz chudnąć a jednocześnie jeść smaczne potrawy , dopasowane do Twojego gustu , to polecam panią Elę ! Karolina",1
"Wspaniały lekarz . Polecam wszystkim . Gdyby nie Pani Doktor mój syn pewnie dawno by już nie żył . Życzę wszystkim szukającym pomocy lekarskiej , aby na swojej drodze trafili na tak oddanego pacjentowi lekarza jak Pani doktor Ewa Wasińska . Polecam z całego serca i dziękuję za wszystko co Pani doktor dla nas zrobiła .",1
"Pana Grzegorza wyszukała m w internecie sugerując się opiniami jakimi sobie wyrobił u pacjentów . Przy pierwszej wizycie zaskoczyło mnie podejściem do pacjenta wnikliwa analiza , dokładność - oczywiście 100 % profesjonalizm . Jestem bardzo zadowolona z diagnozy i wskazówek które uzyskała m . Ćwiczenia które dostała m od Pana Grzegorza bardzo mi pomogły choć uważała m , że już nic nie jest wstanie pomóc na moje dolegliwości z kręgosłupem . , Choć jestem z Oświęcimia mimo odległości decyduje się na wizytę bo naprawdę warto przyjechać i skorzystać z pomocy jednego z najlepszych fizjoterapeutów w Polsce . Pan Grzegorz odpowiada na moje maile i wyjaśnia mi wątpliwości . Dzięki Panu Grzegorzowi uwierzyła m , że nie ma rzeczy niemożliwych jestem mu bardzo wdzięczna za to , że pomógł mi odzyskać zdrowie . Z czystym sercem polecam Pana Grzegorza każdej osobie która straciła już nadzieje na powrót do zdrowia . Pozdrawiam Mirosława z Oświęcimia .",1
"Sadze ze na Pani Malgorzacie tak po prostu mozna polegac . Oddzwania , odpowiada na e - maile , informuje ze to czy tamto sie stalo i ma takie czy inne konsekwencje dla kolejnej rozmowy . Wydaje sie to byc takie proste i oczywiste , a jednak bardzo czesto nie jest . Komunikujemy sie via Skype poniewaz nie ma mnie w Polsce . Mysle ze taka mozliwosc to nieslychane udogodnienie dla wszystkich ktorzy nie moga bezposrednio spotkac sie z psychologiem . Takie porozumiewanie wydaje sie byc codziennoscia w 2012 , ale znowu nie jest . Stad ten wielki plus . Co do samej istoty pomocy , rzeczywiscie na kilka spraw Pani Malgorzata zwrocila mi uwage i te uwagi gdzies tam tkwia w mojej glowie . Uwazam ze cuda sa rzadkoscia a nie norma , psycholog nakierowywuje , ale to my tak naprawde robimy reszte . Ja jeszcze moich zadan nie dokonczylam . Wiem jednak ze Pani Malgorzata gdzies tam jest i gdy bede Jej potrzebowac , spojrzy na sprawe obiektywnie i powie co o niej sadzi .",1
"Cudowne miejsce , piekny krajobraz , hotel urzadzony z pomyslem , swietny i dla Rodzin z dziecmi ( w kazdym wieku ) i bez dzieci - kazdy znajdzie tu cos dla siebie ! Bardzo mila obsluga , fajna atmosfera i dobre , roznorodne posilki ; ) Dziekujemy ! Mama , Tata i 3 letnia cora : )",1
"Bardzo przyjazna atmosfera . Wspanialy serwis . Fantastyczne jedzenie . Jedyne co mogloby byc lepsze to zabiegi SPA . Manicure byl dziecinny . w zabiegach jest duzo lezenia z roznymi mazidlami a niewiele masazu . Poza tym swietna oraganizacja dla dzieci - wspaniale fakultatywne wycieczki , zabawy . czyste pokoje i lazienki . na pewno jeszcze przyjade : - )",1
"Polecam państwu ten hostel ! Świetna lokalizacja , niedaleko rynku . Dworzec też blisko . Samo miejsce bardzo fajne , super obsługa szczególnie wspaniała i wyjątkowa recepcjonistka pani Adrianna . Warunki w hostelu naprawdę dobre : ) Panuje tu bardzo przyjazna atmosfera której ciężko uświadczyć w innych miejscach . Gorąco polecam , Oskar",1
"Pokój w sam raz dla dwóch osób , ciepło , czysto , w miarę cicho / zależy czy masz pokój przy windzie gdzie przechodzą inni goście czy w oddaleniu i czy wiatrak klimatyzatora w pokoju jest nasmarowany czy popiskuje w nocy / . Poduszka mogla by być grubsza lub dwie takie poduszki były by idealne . Poza tym bez zarzutu . Restauracja i bar na miejscu w hotelu .",1
"Wynajęli śmy pokój dla dwóch osób na jedną noc . Byli śmy miłe zaskoczeni , kiedy zauważyli śmy , że w środku jest czysto i całkiem nowocześnie . Śniadania podawane w formie szwedzkiego bufetu są smaczne , ale raczej standardowe . Lokalizacja jest także bardzo dobra , spacerem do centrum idzie się około 15 minut . Obsługa miła i życzliwa . Jedynym minusem może być spory ruch na ulicach , który utrudnia zasypianie . Dla nas piątka z minusem .",1
"Pan Tomasz operował mi złamaną w wyniku wypadku rowerowego kość udową . Zero gipsu , w nodze mam tytanowy gwóźdź , dzięki czemu już po kilku dniach był em w stanie samodzielnie się poruszać o kulach , po kilku tygodniach poruszam się całkiem sprawnie jak na powagę mojego urazu , choć nadal z asekuracją kul . Jestem bardzo zadowolony z pracy Pana Doktora , mimo jego młodego wieku odnoszę wrażenie , że jest profesjonalistą w każdym calu , ma doskonałe podejście do każdego pacjenta , a był em świadkiem jego pracy zarówno z małymi dziećmi jak i osobami starszymi .",1
"Organizacja przyjęcia weselnego w takim miejscu to najlepsza decyzja jaką podjęli śmy , wszystko dopięte na ostatni guzik , nie zastąpiona menadżer Pani Maria zorganizował nam najlepsze przyjęcie na świecie , była naszym wsparciem , służyła radą i cierpliwie odpowiadała na wszystkie nurtujące nas czasami może nawet błahe pytania ale dla nas tak ważne przy organizacji takiego dnia . Jedzenie pyszne , obsługa miła i profesjonalna , sala pięknie przygotowana no i cudowna właścicielka Pani Elżbieta , wulkan energii : ) Miejsce niesłychanie klimatyczne , genialny wystrój , profesjonalna obsługa i ciągle coś ciekawego się tutaj dzieje , koncerty , pokazy mody , konferencje oraz świetne cosobotnie wieczorki taneczne . Na pewno będziemy tutaj wracać . . . A . G .",1
"Uzdrowisko Marconi , jest jednym z nielicznych w Polsce uzdrowisk , gdzie możesz wyleczyć swoje dolegliwości : . np . zwyrodnienie stawu biodrowego . Ponadto omawiane uzdrowisko serwuje dla swoich klientów wiele różnorodnych usług , - jak szeroką gamę masaży , oraz tzw . zabiegów podstawowych , które wprowadzają człowieka w stan kompletnego relaksu i wyciszenia dając zarazem siły witalne . Można również skorzystać z innych zabiegów . Da się zauważyć dużą profesjonalność obsługi medycznej i zaangażowanie w swoją pracę . Polecam szczerze ! Wspomnę również o wyżywieniu , które jest tak smaczne , a szczególnie obiady , gdzie można "" wyczuć "" babciny smak z dzieciństwa z przed lat - Bardzo Smacznie . . . ps . Uwaga ! Korzystając z basenów solankowych , należy zdjąć z siebie różnego rodzaju biżuterię . Szczególnie ze srebra łańcuszki , pierścionki , sygnety , itp . ) . Pacjenci oczywiście są informowani wcześniej przez obsługę , lecz nie wszyscy o tym pamiętają .",1
"Pani Doktor wykonała bardzo profesjonalnie i bezboleśnie badanie kolonoskopowe ( bez znieczulenia ogólnego ) . W trakcie badania Pani Doktor oraz pielęgniarka asystująca starały się rozładować stres i napięcie związane z badaniem . Dzięki Pani Doktor kolonoskopia , której panicznie się bała m , była dla mnie zwykłym badaniem diagnostycznym . Polecam wszystkim Panią Doktor !",1
"Pokojom nie można niczego zarzucić , analogiczny do tej samej klasy w Trójmieście . Jedzenie bardzo smaczne w bardzo przyjemnym lokalu , który wieczorami jest kawiarnią . Obsługa miła , kompetentna i pomocna . Jedynym minusem była sauna , z której nie skorzystali śmy , bo korek był "" wyskocznięty "" : )",1
"Od kilku juz lat , gdy tylko w ramach podróży służbowych jestem w Gorzowie czy okolicach , korzystam z gościny hotelu Qubus . Wiele napisano w recenzjach o sniadaniach - zawsze super , miłym akcentem są obecnie produkty regionalne - o standardzie hotelu , dla mnie jednak zawsze o wysokim standardzie hoteli sieci Qubus , a znam wszystkie , decydują ludzie . W Gorzowie to Pani Aleksandra i jej koleżanki z recepcji , Pani Milena i Pani Marta w restauracji - lista bylaby długa , zatem przepraszam jeżeli wymieniam tylko kilka sposród osób . Pokoje dość duze , funkcjonalnie urządzone i wyposażone , bardzo czyste , wygodne łóżka . Pokoje o podwyższonym standardzie winny spełnić wymogi nawet bardziej wymagających uzytkowników , dając możliwość odpoczynku i pracy .",1
"Byli śmy z rodziną na jeden tydzień . Hotel przepiekny , duży , czysty , przy plaży , fantastyczne baseny dla dzieci . Jedzenie wyśmienite , każdy znajdzie coś dla siebie . Jedynym minusem było palenie papierosów przy basenie , zwlaszcza tych z dziećmi . Jestem osoba niepaląca i nie było miło czuć obok na sąsiednim lezaku , zapach papierosa : ( Ogólnie hotel warty polecenia ! !",1
"Po pierwsze , jest to piękny duży hotel , zarówno od wewnątrz jak i na zewnątrz . Metro jest tuż obok , taksówki tuż za rogiem , a atrakcje w mieście są oddalone o zaledwie kilkuminutowy spacer . W lobby jest przyjemnie chłodno , szczególnie w lecie , kiedy ja tam był em , ale klimatyzacja w pokojach jest troszkę zużyta . Mój pokój był na 8 piętrze , otwierało się go na kartę , która służyła też do świecenia świateł i włączania klimatyzacji . Wspaniały widok z balkonu . Na Placu Omonia , przy którym znajduje się hotel , jest kilka sklepów dla turystów . Co za tym idzie , jest tam trochę głośno , ale o ile drzwi od balkonu są zamknięte , nic nie słychać , co mile mnie zaskoczyło . Jest telewizja satelitarna ( filmy po angielsku w nocy ) , sejf w pokoju , mini - bar , obsługa pokoi , itp . Doskonała łazienka , bardzo przyjemna , choć nie rozumiem , po co komu w niej telefon , skoro jeden już jest przy łóżku . W sumie jest to doskonały hotel na pobyt w Atenach , cena trochę ponad 100 euro za noc , ale warto . Nie zastanawiał by m sie nad innym hotelem w Atenach niż ten .",1
"Michał z Rumi Doktor Adam podjął się leczenia zęba , górnej jedynki po 4 resekcjach ze znacznym ubytkiem kości . Dwóch chirurgów / implantologow odmówiło , i sytuacja wydawała się tragiczna . Po roku mam odbudowaną kość i pięknego zeba . Doktor jest profesjonalistą , zdecydowany , pewny swoich umiejętności i doświadczenia . Dostępny nawet w weekendy . Po wizycie w klinice okazało się że prawie wszystkie zęby wymagają leczenia . Zabiegi prowadzone przy użyciu mikroskopu , pozwoliły na uratowanie wielu zębów . Doktor Adam pracuje ze wspaniałym zespołem co sprawia że wizyty są przyjemne a nie jak to zwykle bywa pełne strachu . Gorąco polecam klinikę Doktora Wolniewicza , zwłaszcza jeśli macie problemy które wydają się nie do rozwiązania .",1
"Już wielokrotnie gościli śmy w tym hotelu . Wszystko na odpowiednim poziomie . Spędzamy tu Święta , przyjeżdżamy na wakacje . Niezależnie od pory roku jest miło . Dobre śniadania , jedynie zbyt mało ekspresów do kawy ( 2 szt . , więc przy większym obłożeniu konkretna kolejka po kawę ) . Na śniadaniu nie ma również świeżych soków , co przy 5 * i cenach za noclegi jest nie do pomyślenia . Ładne , choć małe spa . Kawiarnia z pięknym widokiem na morze .",1
"Bardzo polecam . Jest to moja kolejna wizyta w Poznaniu . I jak zwykle Ibis Poznan Stare Miasto nie zawiódł . Zawsze korzystam z usług Tego hotelu . hotel z świetną lokalizacja . Snidanie : jeszcze niegdy w hotelach o tym standardzie nie spotkał em sie z tak SMACZNYM śniadaniem bardzo duży wybór produktów każdy znajdzie cos dla siebie . Bardzo fajna i profesjonalna obsługa na śniadaniach przemiła atmosfera panująca w restauracji . Polecam każdemu ten hotel kto odwiedza Poznan , ja z pewnością bede tam wracał .",1
"Hmm . . . kiedy pierwszy raz zjawiła m się u Pani doktor ponad pół roku temu była m zupełnie inną osobą : pełną lęku , niewiedzącą kim tak naprawdę jestem , czego pragnę , bezsilną , w totalnej depresji . Kolejne spotkania pomagały mi zrozumieć z czego to wynika , nad czym muszę pracować , kim tak naprawdę jestem . Pani doktor jest osobą wspaniałą , pełną zrozumienia , niczego nie przyśpiesza , nie ocenia i w tym ciężkim czasie jest punktem zaczepienia i wsparcia . A jednocześnie wymagająca , bo w tej walce dużo zależy od nas , od naszego samozaparcia i chęci zmian , co nie zawsze jest proste . Wiem , że przede mną jeszcze dużo pracy , ale jestem już na dobrej drodze i jestem coraz bardziej szczęśliwa . Dziękuje : )",1
"Położenie umożliwia piesze spacery do centrum . Pokoje bez zarzutu na niezłym poziomie . Basen , sauna , jacuzzi - super i w cenie pokoju . Wyżywienie dobre - zdecydowanie za obfite ; - ) ) . Zabawa sylwestrowa była zorganizowana bez zarzutu - bawili śmy się świetnie . Bardzo dużo personelu - aż się zastanawiali śmy , jak dają rade tyle utrzymać . Parking przy hotelu - duży , czysty oświetlony i ogrodzony . Winda działa bezbłędnie . Nie mam żadnych zastrzeżeń - szczerze polecam .",1
